voie;insee;commune
Rue du 8 Mai 1945;76026;Arques-la-Bataille
Rue du 8 Mai 1945;76034;Val-de-Scie
Rue du 11 Novembre;76035;Aumale
Rue du 8 Mai 1945;76035;Aumale
Place du 19 Mars 1962;76039;Les Authieux-sur-le-Port-Saint-Ouen
Rue du 11 Novembre;76057;Barentin
Rue du 19 Mars 1962;76057;Barentin
Rue du 31 Aout;76057;Barentin
Rue du 8 Mai 1945;76057;Barentin
Rue du 31 Aout 1944;76071;Bellengreville
Rue du 8 Mai 1945;76096;Biville-la-Baignarde
Rue de l’Appel du 18 Juin 1940;76108;Bois-Guillaume
Rue du 11 Novembre 1918;76114;Bolbec
Rue du 19 Mars 1962;76114;Bolbec
Rue du 8 Mai 1945;76114;Bolbec
Avenue du 8 Mai 1945;76141;Bréauté
Chemin du 19 Aout 1942;76153;Calleville-les-Deux-Églises
Rue du 14 Juillet;76157;Canteleu
Rue du 8 Mai 1945;76157;Canteleu
Rue du Huit Mai;76157;Canteleu
Place du 8 Mai 1945;76159;Cany-Barville
Rue du 8 Mai;76164;Rives-en-Seine
Cours du 18 Juin 1940;76165;Caudebec-lès-Elbeuf
Rue du 8 Mai 1945;76165;Caudebec-lès-Elbeuf
Rue du 11 Novembre;76192;Criel-sur-Mer
Rue du 8 Mai;76192;Criel-sur-Mer
Rue du Huit Mai 1945;76192;Criel-sur-Mer
Impasse du Huit Mai 1945;76196;Criquetot-l'Esneval
Rue du Huit Mai 1945;76196;Criquetot-l'Esneval
Rue du 19 Mars 1962;76212;Darnétal
Rue du 8 Mai;76212;Darnétal
Rue du Huit Mai 1945;76212;Darnétal
Rue du 11 Novembre;76216;Déville-lès-Rouen
Rue du 8 Mai;76216;Déville-lès-Rouen
Rue du 19 Août 1942;76217;Dieppe
Rue du 19 Mars 1962;76217;Dieppe
Rue du 8 Mai 1945;76217;Dieppe
Rue du 19 Mars 1962;76222;Duclair
Rue du 8 Mai 1945;76222;Duclair
Rue du 11 Novembre;76231;Elbeuf
Rue du 11 Novembre 1918;76231;Elbeuf
Rue du 1er Mai;76231;Elbeuf
Rue du 8 Mai 1945;76231;Elbeuf
Rue du 11 Novembre;76235;Envermeu
Rue du 8 Mai 1945;76235;Envermeu
Rue du 11 Novembre 1918;76259;Fécamp
Rue du 14 Juillet;76259;Fécamp
Rue du 19 Juin 1965;76259;Fécamp
Rue du 19 Mars 1962;76259;Fécamp
Rue du 2 Septembre 1944;76259;Fécamp
Rue du 8 Mai 1945;76259;Fécamp
Rue du 11 Septembre 1944;76270;Fontaine-la-Mallet
Rue du 19 Mars 1962;76272;Fontaine-le-Dun
Avenue du 11 Novembre;76276;Forges-les-Eaux
Place du 8 Mai;76276;Forges-les-Eaux
Place du 8 Mai;76281;La Frénaye
Place du 2 Septembre 1944;76296;Gainneville
Rue du 11 Novembre 1918;76296;Gainneville
Rue du 19 Mars 1962;76296;Gainneville
Rue du 19 Mars 1962;76305;Gonfreville-l'Orcher
Rue du 1er Mai;76305;Gonfreville-l'Orcher
Rue du 8 Mai 1945;76305;Gonfreville-l'Orcher
Rue du 19 Mars 1962;76316;Grainville-sur-Ry
Rue du 11 Novembre;76319;Grand-Couronne
Rue du 19 Mars;76319;Grand-Couronne
Rue du 19 Mars 1962;76319;Grand-Couronne
Rue du 24 Juin 1944;76319;Grand-Couronne
Rue du 8 Mai;76319;Grand-Couronne
Rue du 11 Novembre;76322;Le Grand-Quevilly
Rue du 19 Mars;76322;Le Grand-Quevilly
Rue du 19 Mars 1962;76322;Le Grand-Quevilly
Rue du 8 Mai 1945;76322;Le Grand-Quevilly
Rue du Huit Mai;76322;Le Grand-Quevilly
Rue du 8 Mai 1945;76329;Gruchet-le-Valasse
Rue du 1er Septembre;76333;Guerville
Rue du Premier Septembre;76333;Guerville
Impasse du 12 Septembre 1944;76341;Harfleur
Rue du 8 Mai 1945;76341;Harfleur
Rue du 19 Août 1942;76349;Hautot-sur-Mer
Avenue du 8 Mai 1945;76351;Le Havre
Impasse du 11 Novembre;76351;Le Havre
Rue du Dix Neuf Mars 1962;76351;Le Havre
Rue du Onze Novembre;76351;Le Havre
Rue du Quatre Septembre;76351;Le Havre
Rue du 11 Novembre;76366;Le Houlme
Rue du 8 Mai;76366;Le Houlme
Rue du 8 Mai 1945;76367;Houppeville
Place du 19 Mars 1962;76384;Lillebonne
Rue de la Nuit du 4 Aout;76384;Lillebonne
Place du 19 Mars 1962;76390;Les Loges
Impasse du 14 Juillet;76401;Arelaune-en-Seine
Rue du 8 Mai;76401;Arelaune-en-Seine
Place du 11 Novembre;76410;Maromme
Rue du 8 Mai 1945;76410;Maromme
Place du 8 Mars 1789;76413;Martigny
Rue du 19 Mars 1962;76447;Montivilliers
Place du 11 Novembre;76462;Neufchâtel-en-Bray
Place du 8 Mai;76462;Neufchâtel-en-Bray
Rue du 11 Novembre;76475;Franqueville-Saint-Pierre
Rue du 12 Septembre 1944;76481;Octeville-sur-Mer
Place du 19 Mars 1962;76484;Oissel
Place du 8 Mai 1945;76484;Oissel
Rue du 29 Aout 1944;76486;Orival
Rue du 11 Novembre;76497;Petit-Couronne
Rue du 11 Novembre Prolongee;76497;Petit-Couronne
Rue du 14 Juillet;76497;Petit-Couronne
Rue du 19 Mars 1962;76497;Petit-Couronne
Rue du 8 Mai 1945;76497;Petit-Couronne
Boulevard du 11 Novembre;76498;Le Petit-Quevilly
Place du 8 Mai;76498;Le Petit-Quevilly
Rue du 19 Mars 1962;76498;Le Petit-Quevilly
Impasse du 8 Mai 1945;76507;Ponts-et-Marais
Impasse du Huit Mai;76507;Ponts-et-Marais
Rue du 19 Mars 1962;76509;Préaux
Route du Huit Mai 1945;76513;Quevillon
Rue du 8 Mai;76513;Quevillon
Place du 19 Avril 1944;76540;Rouen
R R Bataille 22 Août 1914;76540;Rouen
Rue du 11 Novembre 1918;76540;Rouen
Rue du 8 Mai 1945;76540;Rouen
Place du 11 Novembre;76561;Saint-Aubin-lès-Elbeuf
Rue du 8 Mai;76561;Saint-Aubin-lès-Elbeuf
Rue du 8 Mai 1945;76561;Saint-Aubin-lès-Elbeuf
Rue du 8 Mai 1945;76595;Saint-Jouin-Bruneval
Rue du 19 Mars 1962;76599;Saint-Léger-du-Bourg-Denis
Rue du 11 Novembre 1918;76600;Saint-Léonard
Rue du 19 Mars 1962;76600;Saint-Léonard
Rue du 8 Mai 1945;76600;Saint-Léonard
Rue du 19 Août 1942;76618;Petit-Caux
Rue du 8 Mai;76618;Petit-Caux
Rue du 8 Mai 1945;76618;Petit-Caux
Rue du 8 Mai;76624;Saint-Nicolas-d'Aliermont
Rue du 8 Mai 1945;76640;Saint-Pierre-lès-Elbeuf
Place du 11 Novembre 1918;76648;Saint-Saëns
Rue du 31 Aout 1944;76648;Saint-Saëns
Rue du 8 Mai;76648;Saint-Saëns
Rue du Huit Mai 1945;76648;Saint-Saëns
Rue du 19 Avril 1944;76654;Saint-Vaast-du-Val
Avenue du 14 Juillet;76681;Sotteville-lès-Rouen
Place du 19 Mars 1962;76681;Sotteville-lès-Rouen
Rond Point du 14 Juillet;76681;Sotteville-lès-Rouen
Rue du 31 Aout;76681;Sotteville-lès-Rouen
Rue du 4 Septembre;76681;Sotteville-lès-Rouen
Rue du 8 Mai;76681;Sotteville-lès-Rouen
Rue du Rond-Point du 14 Juillet;76681;Sotteville-lès-Rouen
Rue du 8 Mai;76686;Theuville-aux-Maillots
Rue du 1er Septembre 1944;76698;Torcy-le-Petit
Rue du 19 Mars 1962;76705;Tourville-la-Rivière
Rue du 8 Mai 1945;76705;Tourville-la-Rivière
Rue du 19 Mars;76708;Toussaint
Rue du 19 Mars 1962;76708;Toussaint
Place du 11 Novembre;76709;Le Trait
Rue du 19 Mars 1962;76709;Le Trait
Rue du 11 Novembre 1918;76711;Le Tréport
Rue du 19 Mars;76711;Le Tréport
Rue du 19 Mars 1962;76711;Le Tréport
Rue du 4 Septembre;76711;Le Tréport
Rue du 8 Mai 1945;76711;Le Tréport
Rue du 8 Mai 1945;76719;Valmont
Rue du 19 Mars 1962;76740;La Vieux-Rue
Rue du 8 Mai 1945;76740;La Vieux-Rue
Rue du 11 Novembre;77002;Amillis
Rue du 19 Mars 1962;77011;Aufferville
Place du 14 Juillet;77014;Avon
Rue du 14 Juillet;77014;Avon
Rue du 23 Août;77022;Barbizon
Avenue du 23 Août;77037;Bois-le-Roi
Rue du 19 Mars 1962;77045;Bougligny
Rue du 19 Mars 1962;77053;Brie-Comte-Robert
Place du 19 Mars 1962;77055;Brou-sur-Chantereine
Place du 8 Mai 1945;77055;Brou-sur-Chantereine
Passage du 19 Mars 1962;77061;Cannes-Écluse
Rue du 27 Août 1944;77073;Chalautre-la-Petite
Rue du 22 Aout 1944;77088;La Chapelle-la-Reine
Rue du 11 Novembre;77099;Château-Landon
Rue du 19 Mars 1962;77099;Château-Landon
Rue du 8 Mai;77099;Château-Landon
Rue du 19 Mars 1962;77100;Le Châtelet-en-Brie
Rue du 26 Août 1944;77100;Le Châtelet-en-Brie
Rue du 11 Novembre;77108;Chelles
Place du 8 Mai 1945;77113;Chevru
Rue du 18 Juin 1940;77113;Chevru
Rue du 19 Mars 1962;77118;Claye-Souilly
Rue du 8 Mai 1945;77118;Claye-Souilly
Rue du 8 Mai 1945 Prolongée;77118;Claye-Souilly
Impasse du 11 Novembre;77121;Collégien
Place du 8 Mai 1945;77125;Condé-Sainte-Libiaire
Place du 27 Aout;77131;Coulommiers
Place du 8 Mai 1945;77131;Coulommiers
Rue du 19 Mars 1962;77143;Crégy-lès-Meaux
Allée du 1er Mai;77146;Croissy-Beaubourg
Rue du 11 Novembre;77152;Dammarie-les-Lys
Rue du 14 Juillet;77152;Dammarie-les-Lys
Rue du 19 Mars 1962;77152;Dammarie-les-Lys
Rue du 19 Mars 1962;77153;Dammartin-en-Goële
Place du 19 Mars 1962;77159;Donnemarie-Dontilly
Rue du 19 Mars 1962;77168;Égreville
Rue du 8 Mai 1945;77168;Égreville
Avenue du 4 Aout 1789;77169;Émerainville
Place du 8 Mai 1945;77169;Émerainville
Rue du 8 Mai 1945;77171;Esbly
Rue du 27 Aout;77176;Faremoutiers
Rue du 27 Aout 1944;77176;Faremoutiers
Rue du 27 Aout;77182;La Ferté-Gaucher
Rue du 8 Mai 1945;77182;La Ferté-Gaucher
Boulevard du 8 Mai 1945;77183;La Ferté-sous-Jouarre
Rue du 19 Mars;77187;Fontaine-Fourches
Square du 8 Mai 1945;77192;Fontenay-Trésigny
Résidence du 19 Mars 1962;77215;Gretz-Armainvilliers
Place du 19 Mars 1962;77243;Lagny-sur-Marne
Rue du 27 Août 1944;77243;Lagny-sur-Marne
Place du 8 Mai 1945;77257;Lizy-sur-Ourcq
Rue du 19 Mars 1962;77261;Lorrez-le-Bocage-Préaux
Av de l’Appel du 18 Juin 1940;77284;Meaux
Avenue de l’Appel du 18 Juin 1940;77284;Meaux
Rue du 11 Novembre 1918;77284;Meaux
Rue du 8 Mai 1945;77284;Meaux
Avenue du 18 Juin;77285;Le Mée-sur-Seine
Rue du 8 Mai 1945;77285;Le Mée-sur-Seine
Avenue du 19 Mars 1962;77294;Mitry-Mory
Avenue du 8 Mai 1945;77294;Mitry-Mory
Rue du 14 Juillet 1789;77294;Mitry-Mory
Rue du 19 Mars 1962;77294;Mitry-Mory
Place du 14 Juillet 1789;77296;Moissy-Cramayel
Rue du 11 Novembre;77305;Montereau-Fault-Yonne
Rue du 11 Novembre 1918;77305;Montereau-Fault-Yonne
Rue du 8 Mai 1945;77305;Montereau-Fault-Yonne
Avenue du 27 Aout;77315;Montry
Avenue du 27 Aout 1944;77315;Montry
Impasse du 27 Aout 1944;77315;Montry
Place du 11 Novembre 1918;77316;Moret-Loing-et-Orvanne
Rue du 8 Mai;77316;Moret-Loing-et-Orvanne
Rue du 8 Mai 1945;77316;Moret-Loing-et-Orvanne
Place du 11 Novembre;77318;Mortcerf
Rue du 27 Aout;77318;Mortcerf
Rue du 8 Mai 1945;77318;Mortcerf
Avenue du 24 Aout 1944;77326;Nandy
Place du 19 Mars 1962;77326;Nandy
Rue du 19 Mars 1962;77327;Nangis
Rue du 8 Mai 1945;77327;Nangis
Rue du 19 Mars 1962;77333;Nemours
Grande Allée du 12 Février 1934;77337;Noisiel
Rue du 26 Août 1944;77344;Oissery
Avenue du 8 Mai 1945;77349;Othis
Avenue du 8 Mai 1945;77349;Othis
Rue de la Nuit du 4 Août;77349;Othis
Rue du 19 Mars 1962;77349;Othis
Avenue du 8 Mai 1945;77350;Ozoir-la-Ferrière
Rue du 19 Mars 1962;77354;Pamfou
Place du 19 Mars 1962;77373;Pontault-Combault
Rue du 8 Mai 1945;77388;Reuil-en-Brie
Rue du 19 Mars 1962;77393;Rozay-en-Brie
Rue du 8 Mai 1945;77393;Rozay-en-Brie
Place du 27 Aout;77400;Saint-Augustin
Rue du 11 Novembre 1918;77407;Saint-Fargeau-Ponthierry
Rue du 19 Mars 1962;77407;Saint-Fargeau-Ponthierry
Rue du 8 Mai 1945;77407;Saint-Fargeau-Ponthierry
Rue du 19 Mars 1962;77420;Saint-Mard
Place du 18 Juin 1940;77425;Saint-Martin-en-Bière
Rue du 5 Septembre 1914;77437;Saint-Soupplets
Allee du 19 Mars 1962;77438;Saint-Thibault-des-Vignes
Rue du 11 Novembre;77441;Samois-sur-Seine
Avenue du 18 Juin 1940;77445;Savigny-le-Temple
Avenue du 8 Mai 1945;77445;Savigny-le-Temple
Place du 19 Mars 1962;77445;Savigny-le-Temple
Rue du 8 Mai 1945;77457;Solers
Rue du 19 Mars 1962;77458;Souppes-sur-Loing
Rue du 21 Août;77458;Souppes-sur-Loing
Rue du 14 Juillet;77463;Thomery
Rue du 4 Septembre;77463;Thomery
Place de l’Appel du 18 Juin 1940;77468;Torcy
Rue du 4 Aout;77468;Torcy
Rue du 19 Mars 1962;77470;Tournan-en-Brie
Place du 19 Mars 1962;77475;Trilport
Rue du 11 Novembre;77479;Vaires-sur-Marne
Avenue du 8 Mai 1945;77482;Varennes-sur-Seine
Rue du 19 Mars 1962;77482;Varennes-sur-Seine
Place du 14 Juillet;77487;Vaux-le-Pénil
Rue du 11 Novembre 1918;77487;Vaux-le-Pénil
Rue du 8 Mai 1945;77487;Vaux-le-Pénil
Avenue du 8 Mai 1945;77514;Villeparisis
Promenade du 11 Novembre 1918;77514;Villeparisis
Rond Point du 6 Juin 1944;77514;Villeparisis
Rue du 11 Novembre;77527;Voinsles
Rue du 19 Mars 1962;77531;Voulx
Allee du 4 Aout;78005;Achères
Impasse du 8 Mai 1945;78005;Achères
Place du Quatorze Juillet;78005;Achères
Rue du 19 Mars 1962;78005;Achères
Rue du 8 Mai 1945;78005;Achères
Rue du 8 Mai 1945;78029;Aubergenville
Place du 8 Mai 1945;78062;Beynes
Place du 19 Mars 1962;78118;Buchelay
Rue du 8 Mai 1945;78123;Carrières-sous-Poissy
Pl 11 Novembre;78146;Chatou
Place du 8 Mai;78146;Chatou
Place du 8 Mai 1945;78146;Chatou
Place du 18 Juin;78158;Le Chesnay-Rocquencourt
Rue de Huit Mai 45;78160;Chevreuse
Rue du 8 Mai 1945;78160;Chevreuse
Rue du 8 Mai 1945;78165;Les Clayes-sous-Bois
Pl la Liberte et du 8 Mai 1945;78172;Conflans-Sainte-Honorine
Rue du 11 Novembre;78172;Conflans-Sainte-Honorine
Rue du 8 Mai 1945;78190;Croissy-sur-Seine
Boulevard du 19 Mars 1962;78208;Élancourt
Avenue du 19 Aout 1944;78217;Épône
Rue du 11 Novembre;78220;Les Essarts-le-Roi
Rue du 11 Novembre 1918;78220;Les Essarts-le-Roi
Place du 18 Juin 1940;78233;Feucherolles
Place du 8 Mai 1945;78242;Fontenay-le-Fleury
Du 8 Mai;78255;Freneuse
Rue du 8 Mai;78255;Freneuse
Rue du 8 Mai 1945;78255;Freneuse
Place du 11 Novembre 1918;78267;Gargenville
Place du 8 Mai 1945;78267;Gargenville
Avenue du 8 Mai 1945;78297;Guyancourt
Rue du 14 Juillet 1789;78297;Guyancourt
Rue du 19 Mars 1962;78297;Guyancourt
Rue du Quatorze Juillet;78297;Guyancourt
Rue du 11 Novembre;78310;Houdan
Rue du 8 Mai;78310;Houdan
Rue du Onze Novembre;78310;Houdan
Place du 14 Juillet;78311;Houilles
Rue du 11 Novembre;78311;Houilles
Rue du 4 Septembre;78311;Houilles
Place du 8 Mai 1945;78314;Issou
Rue du 8 Mai 1945;78314;Issou
Rue du 11 Novembre 1918;78327;Juziers
Rue du 11 Novembre;78335;Limay
Place du 19 Mars 1962;78354;Magnanville
Place du 19 Mars 1962;78356;Magny-les-Hameaux
Place du 8 Mai 1945;78356;Magny-les-Hameaux
Place du 8 Mai 1945;78361;Mantes-la-Jolie
Rue du 8 Mai 1945;78362;Mantes-la-Ville
Rue du 4 Septembre;78367;Mareil-Marly
Allée du 8 Mai 1945;78372;Marly-le-Roi
Rue du 8 Mai;78402;Mézières-sur-Seine
Rue du 11 Novembre 1918;78418;Montesson
Rue du 19 Mars 1962;78418;Montesson
Rue du 8 Mai 1945;78418;Montesson
Place du 11 Novembre;78440;Les Mureaux
Place du 11 Novembre 1918;78440;Les Mureaux
Place du 8 Mai 1945;78440;Les Mureaux
Place du Huit Mai;78440;Les Mureaux
Rue du 19 Mars 1962;78440;Les Mureaux
Rue du 8 Mai 1945;78442;Neauphle-le-Château
Quai du 8 Mai 1945;78481;Le Pecq
Rue du 11 Novembre;78481;Le Pecq
Rue du 3 Mars 1942;78481;Le Pecq
Rue du Onze Novembre 1918;78481;Le Pecq
Avenue du 19 Mars 1962;78490;Plaisir
Impasse du 5 Juin 1944;78490;Plaisir
Cours du 14 Juillet;78498;Poissy
Rue du 11 Novembre 1918;78498;Poissy
Rue du 8 Mai 1945;78498;Poissy
Rond-Point du 23 Août 1944;78517;Rambouillet
Rue du 12 Fevrier 1934;78545;Saint-Cyr-l'École
Rue du 8 Mai 1945;78545;Saint-Cyr-l'École
Rue du 4 Septembre;78551;Saint-Germain-en-Laye
Place du 14 Juillet;78575;Saint-Rémy-lès-Chevreuse
Rue du 11 Novembre;78586;Sartrouville
Rue du 4 Septembre;78586;Sartrouville
Rue du 8 Mai 1945;78586;Sartrouville
Place du 8 Mai 1945;78646;Versailles
Rue du 11 Novembre 1918;78650;Le Vésinet
Pl du 8 Mai 1945;78674;Villepreux
Place du 11 Novembre 1918;78686;Viroflay
Rue du 8 Mai 1945;78686;Viroflay
Place du 14 Juillet 1836;79001;L'Absie
Place du 4 Aout;79013;Argentonnay
Rue du 8 Mai 1945;79031;Beauvoir-sur-Niort
Place du 5 Mai;79049;Bressuire
Rue du 11 Novembre;79049;Bressuire
Rue du 11 Novembre;79056;Brion-près-Thouet
Rue du 8 Mai;79056;Brion-près-Thouet
Place du 8 Mai;79061;Celles-sur-Belle
Rue du 8 Mai;79061;Celles-sur-Belle
Avenue du 25 Aout 1944;79062;Cerizay
Rue du 11 Novembre;79062;Cerizay
Rue du 11 Novembre;79080;Châtillon-sur-Thouet
Rue du 8 Mai;79081;Chauray
Rue du 11 Novembre;79147;Largeasse
Impasse du 19 Mars;79153;Loubigné
Boulevard du 21 Juin 1940;79157;Louzy
Place du 11 Novembre;79179;Moncoutant-sur-Sèvre
Place du 8 Mai 1945;79179;Moncoutant-sur-Sèvre
Place du Onze Novembre 1918;79179;Moncoutant-sur-Sèvre
Rue du 14 Juillet;79191;Niort
Rue du 24 Février;79191;Niort
Rue du 4 Aout;79191;Niort
Rue du 4 Septembre;79191;Niort
Rue du 8 Mai 1945;79191;Niort
Place du 11 Novembre;79202;Parthenay
Place du 8 Mai 1945;79202;Parthenay
Rue du 14 Juillet;79202;Parthenay
Rue du 11 Novembre;79203;Pas-de-Jeu
Rue du 8 Mai;79203;Pas-de-Jeu
Rue du 22 Juin 40;79250;Sainte-Gemme
Chemin du 19 Mars;79259;Saint-Jean-de-Thouars
Chemin du Dix Neuf Mars 1962;79259;Saint-Jean-de-Thouars
Place du 14 Juillet;79299;Saint-Varent
Boulevard du 8 Mai;79329;Thouars
Place du Quatre Aout;79329;Thouars
Rond Point du 19 Mars 1962;79329;Thouars
Rue du 11 Novembre;79329;Thouars
Rue du 4 Septembre;79329;Thouars
Rue du 8 Mai;79329;Thouars
Place du 25 Aout;79339;Vasles
Allée du 8 Mai 1945;80001;Abbeville
Rue du 20 Mai 1940;80001;Abbeville
Rue du 14 Juillet;80002;Ablaincourt-Pressoir
Rue du 11 Novembre;80009;Ailly-le-Haut-Clocher
Rue du 8 Mai;80009;Ailly-le-Haut-Clocher
Rue du 11 Novembre;80011;Ailly-sur-Somme
Rue du 8 Mai;80011;Ailly-sur-Somme
Place du 8 Mai 1945;80013;Airaines
Rue du 11 Novembre;80013;Airaines
Rue du 11 Novembre;80016;Albert
Rue du 8 Mai 1945;80016;Albert
Rue du 11 Novembre;80019;Allery
Rue du 8 Mai 1945;80019;Allery
Rue du Huit Mai;80019;Allery
Avenue du 14 Juillet 1789;80021;Amiens
Rue du 31 Aout 1944;80021;Amiens
Rue du 8 Mai 1945;80021;Amiens
Rue du 11 Novembre 1918;80036;Aubigny
Rue du 11 Novembre;80039;Ault
Rue du 11 Novembre 1918;80039;Ault
Rue du 8 Mai 1945;80039;Ault
Rue du 11 Novembre 1918;80082;Belloy-sur-Somme
Rue du 8 Mai 1945;80082;Belloy-sur-Somme
Rue du 7 Juin 1940;80083;Bergicourt
Rue du 8 Mai 1945;80086;Bernaville
Place du 8 Mai 1945;80088;Bernes
Rue du 8 Mai;80088;Bernes
Rue du 8 Mai 1945;80093;Berteaucourt-les-Dames
Rue du 8 Mai 1945;80096;Béthencourt-sur-Mer
Place du 11 Novembre 1918;80109;Le Boisle
Place du Onze Novembre;80109;Le Boisle
Rue du 11 Novembre;80123;Bourdon
Rue du 8 Mai;80123;Bourdon
Rue du 8 Mai 1945;80123;Bourdon
Rue du Onze Novembre 1918;80123;Bourdon
Rue du 8 Mai;80127;Bouvaincourt-sur-Bresle
Place du 8 Mai 1945;80130;Bovelles
Rue du 11 Novembre;80130;Bovelles
Rue du 11 Novembre 1918;80131;Boves
Rue du 8 Mai 1945;80131;Boves
Rue du 11 Novembre;80136;Bray-sur-Somme
Rue du 11 Novembre 1918;80136;Bray-sur-Somme
Rue du 1er Septembre 1944;80136;Bray-sur-Somme
Rue du 8 Mai 1945;80136;Bray-sur-Somme
Rue du 8 Mai;80146;Brutelles
Place du 8 Mai;80162;Caix
Rue du 4 Septembre;80162;Caix
Rue du 11 Novembre;80163;Cambron
Rue du 8 Mai;80163;Cambron
Rue du 11 Novembre;80164;Camon
Rue du 8 Mai 1945;80164;Camon
Rue du 28 Mai 1918;80170;Cantigny
Rue du 8 Mai 1945;80172;Cappy
Place du 8 Mai 1945;80182;Cayeux-sur-Mer
Rue du 4 Septembre;80184;Cerisy
Rue du 8 Mai;80187;La Chaussée-Tirancourt
Place du 8 Mai;80205;Condé-Folie
Place du Huit Mai 1945;80205;Condé-Folie
Rue du 11 Novembre;80205;Condé-Folie
Place du 8 Mai 1945;80211;Conty
Place du Huit Mai;80211;Conty
Rue du 11 Novembre;80211;Conty
Rue du 11 Novembre;80212;Corbie
Rue du 14 Juillet;80212;Corbie
Rue du 18 Juin 1940;80212;Corbie
Rue du 4 Septembre;80212;Corbie
Rue du 8 Mai 1945;80212;Corbie
Place du 8 Mai;80214;Coullemelle
Place du 8 Mai 1945;80214;Coullemelle
Place du 11 Novembre 1918;80215;Coulonvillers
Rue du 8 Mai 1945;80215;Coulonvillers
Place du 8 Mai 1945;80222;Crécy-en-Ponthieu
Rue du 8 Mai;80222;Crécy-en-Ponthieu
Place du 11 Novembre;80227;Croixrault
Place du 8 Mai 1945;80227;Croixrault
Rue du 11 Novembre;80228;Le Crotoy
Rue du 8 Mai;80228;Le Crotoy
Rue du 8 Mai 1945;80235;Dargnies
Rue du 5 Avril 1918;80238;Dernancourt
Rue du 8 Mai 1945;80247;Dompierre-Becquincourt
Rue du Huit Mai;80247;Dompierre-Becquincourt
Rue du 8 Mai 1945;80250;Domvast
Rue du Huit Mai;80250;Domvast
Rue du 11 Novembre 1918;80251;Doudelainville
Rue du 8 Mai 1945;80251;Doudelainville
Rue du Huit Mai;80251;Doudelainville
Rue du Onze Novembre;80251;Doudelainville
Rue du 11 Novembre;80253;Doullens
Rue du 8 Mai 1945;80253;Doullens
Rue du 11 Novembre;80262;Eaucourt-sur-Somme
Rue du 8 Mai;80262;Eaucourt-sur-Somme
Rue du 8 Mai 1945;80265;Embreville
Rue du 8 Mai 1945;80273;Éplessier
Rue du 8 Mai;80276;Équennes-Éramecourt
Rue du 2 Septembre;80296;L'Étoile
Rue du 8 Mai;80296;L'Étoile
Place du 8 Mai;80298;Étricourt-Manancourt
Rue du 11 Novembre;80310;Fienvillers
Rue du 8 Mai 1945;80310;Fienvillers
Rue du Huit Mai;80310;Fienvillers
Rue du Onze Novembre 1918;80310;Fienvillers
Rue du 7 Juin 1940;80317;Fleury
Rue du 8 Mai 1945;80317;Fleury
Rue du Huit Mai;80317;Fleury
Rue du 8 Mai;80318;Flixecourt
Rue du 8 Mai 1945;80318;Flixecourt
Rue du 8 Mai;80328;Fontaine-sur-Somme
Place du 8 Mai;80334;Fossemanant
Rue du 11 Novembre 1918;80338;Fouilloy
Rue du 8 Mai 1945;80338;Fouilloy
Rue du 7 Juin 1940;80352;Frémontiers
Rue du 11 Novembre 1918;80360;Fressenneville
Rue du 8 Mai 1945;80360;Fressenneville
Rue du 11 Novembre;80364;Friaucourt
Rue du 1er Mai;80364;Friaucourt
Rue du 8 Mai;80364;Friaucourt
Rue du 8 Mai 1945;80366;Fricourt
Rue du 11 Novembre;80368;Friville-Escarbotin
Rue du 8 Mai 1945;80368;Friville-Escarbotin
Rue du 11 Novembre;80373;Gamaches
Rue du 8 Mai;80373;Gamaches
Rue du Huit Mai 1945;80373;Gamaches
Rue du 4 Septembre;80376;Gentelles
Rue du 31 Mars;80390;Grivesnes
Rue du 31 Mars 1918;80390;Grivesnes
Rue du 8 Mai 1945;80392;Grouches-Luchuel
Place du 8 Mai 1945;80395;Guerbigny
Place du 8 Mai 1945;80406;Hallencourt
Rue du 8 Mai;80410;Ham
Rue du 8 Mai 1945;80410;Ham
Place du 8 Mai 1945;80411;Le Hamel
Rue du 11 Novembre;80411;Le Hamel
Rue du 4 Juillet 1918;80411;Le Hamel
Rue du 11 Novembre;80412;Hamelet
Rue du 8 Mai 1945;80412;Hamelet
Rue du 11 Novembre;80416;Hangest-sur-Somme
Rue du 8 Mai;80416;Hangest-sur-Somme
Rue du 8 Mai 1945;80416;Hangest-sur-Somme
Rue du 8 Mai;80417;Harbonnières
Rue du 8 Mai 1945;80417;Harbonnières
Place du 8 Mai;80440;Hiermont
Place du 8 Mai 1945;80440;Hiermont
Rue du 8 Mai;80443;Hornoy-le-Bourg
Rue du 8 Mai 1945;80443;Hornoy-le-Bourg
Rue du 8 Mai;80444;Huchenneville
Rue du 11 Novembre 1918;80461;Lamotte-Brebière
Rue du 8 Mai 1945;80461;Lamotte-Brebière
Rue du Onze Novembre;80461;Lamotte-Brebière
Rue du 11 Novembre;80462;Lamotte-Buleux
Rue du Onze Novembre 1918;80462;Lamotte-Buleux
Rue du 8 Mai 1945;80463;Lamotte-Warfusée
Place du 17 Août;80484;Liomer
Rue du 8 Mai 1945;80485;Ô-de-Selle
Rue du 11 Novembre;80486;Long
Rue du 8 Mai;80486;Long
Rue du 8 Mai 1945;80486;Long
Avenue du 11 Novembre;80488;Longpré-les-Corps-Saints
Rue du 8 Mai;80488;Longpré-les-Corps-Saints
Rue du 11 Novembre 1918;80489;Longueau
Rue du 14 Juillet 1789;80489;Longueau
Rue du 8 Mai 1945;80489;Longueau
